package_name,version,ecosystem,downloads_count,age_days,maintainers_count,dependencies_count,version_major,version_minor,version_patch,is_prerelease,base64_imports,base64_decode_calls,base64_encoded_strings,fernet_usage,aes_usage,rsa_usage,crypto_imports,http_requests,socket_usage,dns_lookups,external_urls_count,ip_addresses_hardcoded,suspicious_domains,file_read_operations,file_write_operations,file_delete_operations,temp_file_usage,sensitive_paths_accessed,eval_calls,exec_calls,subprocess_calls,os_system_calls,shell_commands,obfuscation_score,minified_code,hex_encoded_strings,unicode_obfuscation,string_concatenation_abuse,env_var_access,credential_patterns,token_patterns,password_patterns,api_key_patterns,keylogger_patterns,screenshot_capture,clipboard_access,webcam_access,microphone_access,reverse_shell_patterns,backdoor_patterns,c2_server_patterns,startup_modification,cron_job_creation,registry_modification,has_readme,has_license,has_tests,has_changelog,documentation_score,author_account_age_days,author_other_packages,author_verified,author_email_disposable,typosquatting_score,name_similarity_to_popular,known_vulnerability_count,cve_references,is_malicious
xgboost,3.15.17,pypi,6453,101,7,5,3,15,17,1,0,1,2,1,0,0,1,6,0,0,4,0,0,18,4,0,0,0,1,0,4,1,0,0.22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.74,2375,29,0,0,0.23,0.2,0,0,0
1unitest,5.4.26,npm,459,19,1,3,5,4,26,1,3,12,6,1,0,1,2,15,1,5,12,4,4,30,8,5,1,4,1,6,3,3,4,0.65,1,11,0,17,1,7,2,3,2,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0.24,4,0,0,0,0.52,0.61,5,3,1
typeorm,4.4.22,npm,376526,2640,14,4,4,4,22,0,1,2,0,0,0,1,1,0,0,0,0,0,0,7,1,0,0,0,1,0,1,0,0,0.12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.87,686,41,0,0,0.0,0.02,1,0,0
@apachesling/slingpost,2.2.25,npm,256,13,2,8,2,2,25,0,4,14,13,1,1,1,4,10,0,2,14,3,6,38,3,1,1,7,3,6,6,2,4,0.89,1,11,1,2,1,2,5,4,7,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0.02,60,2,0,0,0.85,0.86,0,2,1
@douinfe/semi-illustrations,3.6.3,npm,108,27,1,1,3,6,3,0,1,6,9,1,0,0,8,16,1,5,6,1,1,7,29,6,1,5,5,2,4,2,7,0.51,1,15,1,7,0,5,6,0,8,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0.36,59,0,0,1,0.85,0.38,5,3,1
got,0.10.14,npm,8242824,2456,5,19,0,10,14,0,0,0,0,0,0,0,0,3,0,1,1,0,0,8,4,0,1,0,0,0,1,0,0,0.08,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.73,865,31,1,0,0.03,0.05,0,0,0
typescript,1.17.44,npm,8454879,2489,6,17,1,17,44,0,1,1,1,0,0,0,1,1,0,0,0,0,0,5,1,1,0,0,0,0,0,1,1,0.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.84,1178,18,1,0,0.01,0.1,1,0,0
django,5.11.45,pypi,9156268,2629,5,26,5,11,45,0,1,2,0,0,0,0,2,2,0,0,1,0,0,4,4,0,1,0,0,0,0,0,1,0.05,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.97,2227,38,1,0,0.08,0.08,1,0,0
unittest2,1.14.14,pypi,1799021,3153,17,19,1,14,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,0,0,0,0,2,1,0,0.14,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.99,468,47,1,0,0.04,0.05,0,0,0
typescript,3.3.33,npm,7555,176,10,30,3,3,33,0,1,4,1,0,1,0,0,7,0,0,2,0,0,11,9,1,1,0,1,1,0,0,0,0.23,1,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.71,2457,49,0,0,0.08,0.17,0,0,0
loguru,3.9.24,pypi,3151741,3576,4,22,3,9,24,1,0,0,2,0,0,0,0,3,0,1,2,0,0,1,3,0,1,0,0,0,1,0,0,0.01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.91,882,3,1,0,0.01,0.13,0,0,0
meow,0.11.48,npm,87773,1905,7,10,0,11,48,0,0,0,0,0,1,0,0,2,1,0,2,0,0,4,3,1,0,0,0,0,0,0,1,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.84,1547,37,0,0,0.1,0.02,0,0,0
wheel,5.18.43,pypi,8974347,3532,14,3,5,18,43,0,0,2,0,1,1,0,2,1,0,0,0,0,0,9,4,1,0,0,0,0,0,1,0,0.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.84,1877,47,1,0,0.03,0.02,0,0,0
grpcio,1.15.18,pypi,9331346,2651,5,27,1,15,18,1,1,2,2,0,0,0,2,2,1,0,2,0,0,3,5,0,1,0,0,1,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.66,1821,40,0,0,0.08,0.06,0,0,0
artifact-lab-3-package,1.15.14,pypi,162,17,1,0,1,15,14,1,4,14,12,1,1,0,8,17,1,4,13,3,4,38,6,8,1,6,8,7,5,4,3,0.89,0,4,1,11,1,8,5,3,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0.39,52,1,0,0,0.59,0.64,4,1,1
@espace-client-axafr/api-mapping,5.7.26,npm,415,10,2,3,5,7,26,1,2,12,14,0,0,0,3,8,1,5,10,0,3,5,6,4,0,9,8,6,10,4,1,0.86,1,2,0,16,0,7,2,1,6,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0.15,8,0,0,0,0.35,0.88,4,3,1
vite,3.12.16,npm,356797,1787,7,5,3,12,16,0,0,0,1,0,0,0,0,1,0,0,2,0,0,6,0,0,1,0,0,1,0,0,0,0.13,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.62,1190,9,1,0,0.04,0.12,0,0,0
crpto,0.14.4,pypi,72,24,1,1,0,14,4,0,1,15,9,0,1,0,5,15,1,0,12,1,8,3,20,8,1,10,9,3,2,5,8,0.98,1,13,0,6,1,0,4,3,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0.3,9,1,0,1,0.27,0.63,3,2,1
aiogram-sever-patch,5.19.31,pypi,29234,64,1,8,5,19,31,1,5,5,9,0,0,1,8,14,0,4,11,2,0,5,23,5,1,1,3,1,9,0,8,0.49,0,5,0,6,0,9,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,133,4,1,0,0.42,0.52,2,1,1
wheel,4.14.38,pypi,4898379,369,3,19,4,14,38,0,1,2,0,1,0,0,0,3,0,0,2,0,0,3,3,0,0,0,0,0,1,1,0,0.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.65,2079,7,1,0,0.02,0.09,0,0,0
affinequant,0.4.10,pypi,386,19,2,7,0,4,10,1,4,6,14,1,0,1,2,14,1,0,6,5,8,35,22,4,0,4,8,6,10,0,1,0.52,1,9,0,6,1,4,5,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0.16,47,0,0,1,0.21,0.93,2,3,1
prettier,1.16.42,npm,5381060,907,5,9,1,16,42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,2,1,0,0,1,0,2,0,0,0.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.64,945,32,1,0,0.08,0.1,0,0,0
ora,1.2.33,npm,3714792,3663,8,29,1,2,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,2,0,0,0.12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.67,1105,25,1,0,0.05,0.04,0,0,0
@elementor-editor-github-actions/utils,3.14.46,npm,214,5,2,1,3,14,46,0,5,8,8,1,1,0,1,12,0,2,6,0,2,23,6,6,0,2,6,8,2,2,8,0.94,0,13,1,7,0,2,0,0,5,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0.02,0,1,0,0,0.42,0.75,4,3,1
lightgbm,0.13.29,pypi,2710952,616,18,12,0,13,29,0,0,0,0,0,0,0,1,1,1,0,1,0,0,8,0,1,0,0,1,0,1,0,0,0.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.96,435,18,1,0,0.05,0.03,0,0,0
anaconda-anon-usage,0.3.9,pypi,18203,178,1,6,0,3,9,1,2,5,4,0,1,0,4,4,0,5,12,0,7,33,25,3,1,5,1,4,7,2,7,0.4,1,8,0,18,1,9,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.53,174,2,1,0,0.9,0.24,5,2,1
argon2,4.20.14,npm,1270511,1333,12,5,4,20,14,0,0,0,1,0,1,0,0,3,0,1,0,0,0,4,2,0,1,0,0,1,2,1,0,0.02,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.6,1865,35,1,0,0.07,0.14,0,0,0
@goes-funky/y42-vscode,0.2.26,npm,448,22,1,5,0,2,26,0,2,14,6,0,1,1,5,6,1,4,2,0,7,9,1,2,1,8,8,7,7,5,8,0.65,1,11,1,14,1,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0.34,34,0,0,0,0.43,0.62,3,3,1
EZBEAMER,2.20.32,pypi,181,3,1,7,2,20,32,0,2,9,19,1,1,0,5,7,1,4,13,1,2,22,17,9,0,6,5,7,2,1,7,0.52,1,2,0,3,0,2,7,1,7,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0.39,52,0,0,0,0.58,0.63,3,1,1
seaborn,4.15.28,pypi,6075440,2462,14,12,4,15,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,1,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.61,1823,31,1,0,0.01,0.04,0,0,0
awscli,0.5.36,pypi,2974781,2167,9,24,0,5,36,1,1,0,2,0,0,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.68,1889,45,1,0,0.04,0.04,1,0,0
cryostar,0.9.12,pypi,22,25,2,8,0,9,12,0,3,7,2,1,1,0,1,13,1,0,14,2,7,27,24,7,1,6,5,2,8,5,8,0.6,1,8,0,15,1,6,2,4,4,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0.18,46,1,0,1,0.95,0.49,0,0,1
mocha,3.3.35,npm,3021,137,15,5,3,3,35,1,1,2,0,1,0,0,1,5,0,0,1,0,0,12,3,1,0,0,1,0,4,0,0,0.33,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.67,2306,29,0,0,0.12,0.3,0,0,0
tqdm,4.12.1,pypi,9130913,3498,18,13,4,12,1,0,0,2,2,1,1,0,1,1,0,1,2,0,0,10,3,0,0,0,1,0,0,0,0,0.04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.97,1364,44,1,0,0.01,0.11,0,0,0
@client-innovation/librct,2.4.45,npm,23292,166,1,1,2,4,45,0,1,3,14,0,0,1,2,9,0,3,4,1,3,16,15,10,0,2,0,0,4,1,0,0.24,1,15,0,14,1,8,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.35,129,5,1,1,0.78,0.42,2,3,1
@espace-client-axafr/sdj,0.0.14,npm,22127,139,2,3,0,0,14,1,2,4,18,0,0,0,3,10,0,0,1,0,2,36,12,1,1,5,2,3,10,1,3,0.16,0,5,0,13,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,83,3,0,0,0.47,0.27,3,0,1
bytedplus,0.19.47,pypi,185,18,2,1,0,19,47,0,5,15,19,0,1,0,1,7,1,3,13,1,6,12,2,4,1,7,5,5,1,2,5,0.74,0,6,1,7,1,9,2,4,5,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0.11,49,1,0,1,0.46,0.92,0,1,1
@accordproject/concerto-metamodel,2.12.17,npm,418,25,1,8,2,12,17,0,4,11,7,1,1,1,2,16,1,1,12,2,4,18,22,2,1,7,4,6,2,3,8,0.7,1,13,1,3,1,8,1,0,3,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0.0,16,0,0,1,0.76,0.68,5,1,1
@contraktor-tech/poc_confusion,4.10.30,npm,45469,132,2,6,4,10,30,0,4,4,12,1,0,0,8,6,0,4,12,1,2,10,22,5,0,1,0,4,2,2,7,0.22,0,5,0,14,0,10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,82,3,0,1,0.31,0.7,2,0,1
@awan_7715/model-viewer-space-opera,1.15.47,npm,71,23,1,7,1,15,47,1,1,9,10,0,0,0,1,8,1,0,8,3,8,37,23,4,1,9,7,4,4,3,3,0.76,1,2,1,14,1,3,6,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.32,41,1,0,0,0.4,0.37,2,2,1
bokeh,0.1.4,pypi,6344667,2526,11,23,0,1,4,0,1,1,1,0,1,1,0,1,1,1,1,0,0,10,1,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.98,937,49,1,0,0.08,0.06,0,0,0
advpruebitaa4,0.0.21,pypi,420,6,1,2,0,0,21,0,4,5,17,0,1,0,4,9,1,3,3,1,4,8,12,5,0,1,2,6,6,0,7,0.84,1,14,0,4,1,10,5,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.28,43,2,0,0,0.45,0.73,5,2,1
colorsapi,5.6.22,pypi,33688,147,1,5,5,6,22,1,0,0,12,1,0,0,8,3,0,4,9,0,0,30,19,8,0,3,1,4,2,5,3,0.33,0,14,0,5,0,9,4,4,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.5,46,1,1,0,0.28,0.31,4,3,1
6sdgsd6s-control,4.17.34,npm,26701,87,2,2,4,17,34,0,3,3,9,0,1,0,7,6,1,0,7,3,6,28,7,10,0,9,2,3,2,4,8,0.44,0,13,0,0,1,9,3,1,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.45,197,3,0,0,0.49,0.74,1,1,1
eslint,1.9.33,npm,9117211,1133,16,3,1,9,33,0,1,2,1,0,0,0,1,1,1,0,0,0,0,8,3,1,0,0,0,0,0,0,1,0.1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.84,2378,37,0,0,0.03,0.14,0,0,0
@ebay-business-components/marko-rum,2.19.50,npm,24611,115,1,0,2,19,50,0,2,2,1,0,0,1,0,4,1,1,13,2,8,34,26,9,1,5,3,3,6,4,0,0.49,1,4,0,12,0,1,3,4,8,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.44,165,0,1,1,0.55,0.49,2,1,1
@didi-pebble/pblint,0.7.19,npm,107,27,2,0,0,7,19,0,1,12,16,1,1,0,6,16,0,1,13,2,2,24,14,9,1,9,6,5,8,5,1,0.95,0,5,1,16,1,0,6,1,4,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0.18,55,2,0,0,0.4,0.77,2,2,1
svelte,2.10.12,npm,1848890,1252,15,18,2,10,12,0,0,1,2,1,0,0,0,2,0,1,2,0,0,1,2,0,0,0,0,0,0,1,0,0.11,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.74,1327,35,1,0,0.06,0.12,1,0,0
@gdcorp-commerce/cx-router,5.7.2,npm,293,30,1,6,5,7,2,0,4,2,7,1,1,1,8,4,1,4,5,4,6,32,17,6,1,3,8,7,9,2,6,0.85,1,15,0,9,1,8,4,1,4,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0.27,24,1,0,1,0.92,0.85,2,0,1
@captivateiq/handsontable-ciq,5.7.20,npm,180,28,1,5,5,7,20,0,4,6,16,0,1,1,5,17,1,5,13,0,4,31,3,1,1,3,1,4,2,0,3,0.63,1,3,1,6,0,2,3,4,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0.03,55,0,0,1,0.68,0.58,2,2,1
uuid,3.0.19,npm,2489,93,17,30,3,0,19,0,1,2,1,0,0,0,4,6,0,1,1,0,0,9,8,0,0,0,0,0,2,0,0,0.21,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.87,2410,5,0,0,0.07,0.14,1,0,0
tensorflow,1.20.41,pypi,7661052,1002,18,28,1,20,41,0,0,0,0,0,0,0,2,2,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0.13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.76,2812,22,1,0,0.04,0.03,1,0,0
cascadev,1.9.26,pypi,347,5,1,4,1,9,26,0,1,4,11,1,1,0,5,15,0,0,5,1,4,33,17,8,1,2,1,4,1,2,8,0.53,1,2,1,2,0,10,3,0,4,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0.34,32,0,0,0,0.48,0.97,1,3,1
colimer,1.3.1,pypi,105,5,1,6,1,3,1,0,4,9,9,0,1,1,7,8,1,3,7,1,8,4,9,7,1,5,2,3,5,4,1,0.82,1,3,0,13,0,9,3,4,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0.38,28,0,0,0,0.93,0.85,1,0,1
@asyncapi/java-template,2.15.18,npm,33,25,1,1,2,15,18,0,4,2,10,0,1,0,1,4,1,1,7,2,3,7,23,4,0,4,4,6,10,0,5,0.65,1,1,1,13,1,10,6,3,6,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0.05,35,0,0,1,0.43,0.5,5,3,1
@asyncapi/avro-schema-parser,0.9.15,npm,154,3,2,1,0,9,15,0,4,12,20,0,1,1,4,7,1,3,2,4,6,17,19,6,0,2,10,8,6,0,1,0.52,1,15,0,14,1,4,0,2,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0.19,44,1,0,1,0.34,0.39,5,3,1
@checkbox-technology-pty-ltd/custom-block-kit,4.7.39,npm,22,23,1,7,4,7,39,0,4,9,4,1,1,0,2,5,1,4,4,0,3,19,20,10,1,9,1,5,7,4,5,0.89,1,13,0,5,1,6,7,1,6,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0.37,4,0,0,0,0.27,0.37,5,2,1
date-fns,5.12.44,npm,2650200,2610,7,6,5,12,44,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,1,0,1,0,1,1,1,0.12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.84,1220,17,1,0,0.05,0.05,0,0,0
@financials/using-dep-conf,0.20.10,npm,258,27,1,7,0,20,10,0,2,15,11,1,0,1,4,20,1,3,15,1,2,31,15,9,1,2,3,7,8,2,2,0.73,1,0,0,14,0,0,8,4,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0.13,49,2,0,1,0.55,0.75,5,3,1
dahood,1.15.18,pypi,9637,80,1,6,1,15,18,0,3,4,17,1,0,1,2,2,0,5,5,3,3,24,16,8,1,2,1,4,3,2,7,0.35,0,12,0,19,1,8,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,113,1,1,0,0.25,0.94,5,0,1
psycopg2,0.1.39,pypi,9239,140,16,12,0,1,39,0,1,4,2,0,0,0,2,7,0,1,3,0,0,12,10,0,0,1,2,0,4,0,3,0.16,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8,2909,24,0,0,0.15,0.2,0,0,0
@douinfe/semi-theme-default,3.19.47,npm,292,19,2,7,3,19,47,0,2,10,17,1,1,0,7,19,0,1,6,3,7,21,25,4,1,3,2,6,5,4,1,0.77,1,14,1,16,1,8,1,1,8,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0.1,44,2,0,1,0.8,0.79,0,0,1
pyjwt,1.6.36,pypi,3314878,3943,19,30,1,6,36,1,0,1,1,0,1,0,2,0,1,0,2,0,0,6,0,0,0,0,1,0,0,1,1,0.11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.87,1003,44,1,0,0.06,0.12,0,0,0
lint-staged,4.11.32,npm,2804469,1991,10,20,4,11,32,0,1,0,2,0,0,0,1,1,0,0,1,0,0,1,5,0,0,0,0,0,2,1,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.69,2794,22,1,0,0.05,0.1,0,0,0
@gdstudio/web-loader,2.12.32,npm,270,13,1,4,2,12,32,0,4,14,12,0,1,1,2,12,0,1,6,3,3,29,3,3,1,6,10,0,7,0,7,0.98,1,7,1,4,1,3,0,2,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.25,57,0,0,0,0.39,0.87,4,3,1
cugraph-dgl,5.5.27,pypi,10879,102,1,6,5,5,27,0,1,3,12,1,1,0,7,3,0,5,12,0,6,2,6,5,0,9,0,8,6,5,7,0.22,0,15,0,20,1,6,0,2,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.48,145,4,1,0,0.71,0.84,2,0,1
setuptools,1.6.31,pypi,8424127,2137,3,14,1,6,31,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,2,1,0,0,1,0,1,1,1,0.07,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.99,623,4,1,0,0.04,0.04,0,0,0
sequelize,0.1.6,npm,8353594,1361,16,9,0,1,6,1,0,0,0,0,1,0,0,0,0,0,2,0,0,6,4,0,1,0,0,1,0,1,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.64,1049,38,0,0,0.05,0.0,0,0,0
cryptocalls,3.8.48,pypi,126,26,1,7,3,8,48,0,3,12,8,1,1,0,2,7,1,1,8,5,3,15,3,6,1,6,4,8,8,3,1,0.82,1,13,1,20,1,9,6,3,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0.27,51,1,0,1,0.32,0.62,1,0,1
automsg,5.13.28,pypi,147,5,1,1,5,13,28,0,2,13,10,1,1,0,2,15,0,0,8,5,5,28,6,8,1,10,7,2,4,1,7,0.9,1,15,0,11,1,7,8,5,7,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0.07,58,2,0,1,0.38,0.38,2,3,1
airduq,0.15.8,pypi,99,26,2,7,0,15,8,0,2,8,3,0,0,0,1,11,1,4,6,1,8,38,24,7,1,9,8,1,10,0,5,0.69,1,1,1,16,1,6,1,5,3,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0.24,27,0,0,1,0.3,0.44,1,0,1
ctosec-appsec-wb-xray-adapters,0.11.13,pypi,227,14,1,0,0,11,13,0,3,3,7,0,1,0,4,3,0,2,5,1,4,6,27,8,0,10,6,3,4,2,3,0.98,0,8,0,6,1,2,1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0.05,4,1,0,1,0.78,0.65,0,3,1
fastapi,3.1.21,pypi,1098,88,14,21,3,1,21,0,0,4,0,1,1,1,1,2,1,0,1,1,0,9,4,1,0,0,2,1,3,0,0,0.33,0,4,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.84,291,25,1,0,0.16,0.14,0,0,0
axios,1.20.38,npm,2119181,967,20,21,1,20,38,1,1,1,0,0,0,0,2,1,1,0,1,0,0,7,5,0,0,0,1,1,0,0,0,0.08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.67,1329,18,1,0,0.08,0.02,0,0,0
dify-api,5.16.25,pypi,347,26,1,4,5,16,25,0,1,3,20,1,1,1,6,16,0,3,11,1,5,4,23,6,0,9,5,8,4,2,7,0.77,0,10,1,12,1,4,8,2,6,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0.23,25,2,0,0,0.43,0.44,4,2,1
@fastifyv4/fastifyv4,1.0.13,npm,42808,125,1,2,1,0,13,0,0,1,12,1,1,0,4,5,1,2,7,1,3,19,29,3,0,4,2,4,7,2,1,0.28,0,11,0,18,1,5,8,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.32,83,5,1,0,0.65,0.7,2,1,1
seaborn,1.14.48,pypi,7367344,1364,18,22,1,14,48,1,1,0,0,0,1,1,0,2,0,1,2,0,0,6,1,0,0,0,0,0,0,1,1,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.84,771,46,1,0,0.08,0.11,0,0,0
cryztalnitro,2.5.16,pypi,383,26,1,2,2,5,16,1,2,2,8,1,1,0,5,16,0,5,2,3,3,13,20,0,0,5,7,4,5,3,7,0.84,1,14,1,8,0,4,8,4,6,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.13,17,1,0,1,0.73,0.91,2,1,1
@eqder/bird,3.5.10,npm,343,29,2,4,3,5,10,0,5,6,15,0,0,1,1,20,1,1,14,0,8,34,4,1,0,8,4,5,7,1,6,0.52,1,3,1,9,1,3,6,1,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0.05,46,0,0,1,0.47,0.48,2,1,1
redis,3.19.44,npm,435216,2650,16,27,3,19,44,1,0,2,2,0,0,0,0,1,0,1,2,0,0,9,2,1,0,0,0,0,0,0,0,0.07,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.76,1834,37,1,0,0.01,0.1,0,0,0
boto3,5.14.38,pypi,5084975,3314,13,29,5,14,38,0,1,0,1,0,1,0,0,0,0,1,2,0,0,1,2,1,1,0,0,0,0,1,1,0.08,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.92,2469,46,1,0,0.01,0.07,0,0,0
J3y5r,1.14.7,pypi,136,14,2,6,1,14,7,0,2,2,11,1,0,0,8,19,1,3,6,3,1,7,13,8,1,4,5,3,10,2,1,0.62,0,9,1,17,1,8,0,0,6,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0.22,4,1,0,1,0.54,0.67,4,0,1
seaborn,4.4.7,pypi,2580270,720,13,8,4,4,7,0,0,2,0,0,1,0,1,0,0,0,2,0,0,9,3,0,1,0,0,0,0,1,0,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.92,630,36,1,0,0.03,0.12,0,0,0
fastapi,2.4.40,pypi,9405,150,11,29,2,4,40,1,1,5,1,0,0,0,2,6,0,0,5,0,0,12,7,0,0,1,3,1,3,1,0,0.18,0,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.94,448,31,1,0,0.18,0.1,1,0,0
@auro-formkit/config,5.20.25,npm,186,16,2,0,5,20,25,0,1,2,8,1,1,0,1,7,1,2,7,3,2,38,5,8,1,7,3,5,5,1,2,0.9,0,5,1,18,0,8,1,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.32,54,1,0,1,0.46,0.34,4,2,1
